NAME,MCAP,CMP,PE,PE-TTM,EarningScore,DebtScore,CashScore,CompanyScore,G-IV,A-IV,P-IV,G-Valuation,A-Valuation,P-Valuation,G-ROI,A-ROI,P-ROI,G-Decision,A-Decision,P-Decision
GENUS POWER INFRASTRUCTURES LTD,1334.41,51.85,30.52172918572736,30.518603232692893,21.0,26.0,18.0,65.0,326.2837937785603,204.480436157406,141.77491580983005,UNDERVALUED,UNDERVALUED,UNDERVALUED,36.64039419179378,22.59756761942075,15.364689962728132,BUY,BUY,BUY
GENUS PRIME INFRA LTD,8.72,5.84,-436.0000000000001,-435.08000000000004,1.0,30.0,9.0,40.0,-12.406231523096812,-7.740489131577304,-5.338520826418186,OVERVALUED,OVERVALUED,OVERVALUED,-12.42954348358658,-7.653679579988531,-5.193830122921443,DO NOT BUY,DO NOT BUY,DO NOT BUY
GEOJIT FINANCIAL SERVICES LTD,1408.79,59.1,14.641342756183743,14.62861151527749,20.0,30.0,18.0,68.0,368.1392721939013,232.76786190355764,163.07737973439507,UNDERVALUED,UNDERVALUED,UNDERVALUED,35.91284205559669,22.2203182257691,15.167866985836465,BUY,BUY,BUY
GFL LTD,777.74,70.8,92.04023668639051,92.08189349112425,20.0,27.0,18.0,65.0,-86.84777069857837,-54.18669792454024,-37.37246879814702,OVERVALUED,OVERVALUED,OVERVALUED,-7.177076384921777,-4.419413204645831,-2.999055251885671,DO NOT BUY,DO NOT BUY,DO NOT BUY
GHCL LTD,2287.44,240.75,7.3793147945028705,7.4559649009613524,26.0,19.0,27.0,72.0,3811.692427534174,2380.650595117811,1643.9367270164305,UNDERVALUED,UNDERVALUED,UNDERVALUED,92.53128252731548,56.99843057358881,38.69693196501875,BUY,BUY,BUY
GI ENGINEERING SOLUTIONS LTD,2.07,2.4,-0.8922413793103445,-0.889655172413793,4.0,29.0,6.0,39.0,-1.6423075225088835,-1.0209780734465588,-0.7011117974124799,OVERVALUED,OVERVALUED,OVERVALUED,-4.019532485205313,-2.4719467089371987,-1.6748494489734298,DO NOT BUY,DO NOT BUY,DO NOT BUY
GIAN LIFECARE LTD,7.99,17.0,,,3.0,16.5,6.0,25.5,631.2978075278589,394.13503484321825,272.04139671446563,UNDERVALUED,UNDERVALUED,UNDERVALUED,217.12264165581973,133.7273310387985,90.7738646745932,BUY,BUY,BUY
GIC HOUSING FINANCE LTD,613.35,113.9,11.729776247848537,11.740696117804552,29.0,9.0,0.0,38.0,-459.567544102378,-282.9252266083258,-191.98809112871623,OVERVALUED,OVERVALUED,OVERVALUED,-23.95004032569597,-14.679286207406046,-9.904305189354567,DO NOT BUY,DO NOT BUY,DO NOT BUY
GILADA FINANCE & INVESTMENTS LTD,13.91,39.6,12.201754385964913,12.157894736842103,26.0,28.5,21.0,75.5,14.384439037348537,9.044735538819925,6.295805682399807,OVERVALUED,OVERVALUED,OVERVALUED,2.10722594215043,1.3011685051222135,0.8860017439117532,DO NOT BUY,DO NOT BUY,DO NOT BUY
GILLANDERS ARBUTHNOT & COMPANY LTD,84.4,39.55,-2.929538354737938,-2.9240367927802846,3.0,9.0,18.0,30.0,1787.173349764869,1117.932724016993,773.401321148921,UNDERVALUED,UNDERVALUED,UNDERVALUED,263.6462314130257,162.49298124629732,110.39313658453045,BUY,BUY,BUY
GILLETTE INDIA LTD,18239.32,5596.6,55.638216094198036,55.655286437679216,23.0,30.0,24.0,77.0,4002.3956288038785,2512.1951902649125,1745.0259122930331,OVERVALUED,OVERVALUED,OVERVALUED,4.15682422451322,2.565112366742223,1.745287591962635,DO NOT BUY,DO NOT BUY,DO NOT BUY
GINI SILK MILLS LTD,34.55,61.8,115.16666666666661,115.36,15.0,24.0,15.0,54.0,247.59271727054661,154.6119341449742,106.74454771094445,UNDERVALUED,UNDERVALUED,UNDERVALUED,23.418869108664968,14.424954549565838,9.792562108809685,BUY,DO NOT BUY,DO NOT BUY
GINNI FILAMENTS LTD,216.87,27.4,6.581790591805766,5.879150227617602,14.0,12.0,27.0,53.0,15.669897932787979,9.914822092782211,6.952054626964434,OVERVALUED,OVERVALUED,OVERVALUED,3.2945393128227516,2.038958931329815,1.392261541692594,DO NOT BUY,DO NOT BUY,DO NOT BUY
GIRIRAJ CIVIL DEVELOPERS LTD,25.09,77.35,23.231481481481477,22.918518518518514,22.0,17.5,9.0,48.5,-215.56038207006546,-133.78060964149927,-91.67960943763491,OVERVALUED,OVERVALUED,OVERVALUED,-16.399816504446495,-10.079634098495417,-6.824370218774908,DO NOT BUY,DO NOT BUY,DO NOT BUY
GITA RENEWABLE ENERGY LTD,15.65,38.05,-0.9980867346938777,-0.9949298469387755,1.0,24.0,18.0,43.0,1234.7584339514156,771.5665230684582,533.1109471307104,UNDERVALUED,UNDERVALUED,UNDERVALUED,189.5529497044928,116.78329098442494,79.30265730081867,BUY,BUY,BUY
GKB OPHTHALMICS LTD,33.7,66.85,-9.08355795148248,-8.288679245283017,7.0,23.0,15.0,45.0,307.3939051700903,195.77394792312427,138.31093838840542,UNDERVALUED,UNDERVALUED,UNDERVALUED,26.293928357844955,16.312688937314537,11.171766401613501,BUY,BUY,BUY
GKW LTD,309.87,519.05,34.545150501672246,34.7190635451505,19.0,30.0,6.0,55.0,-1715.7903907123039,-1066.783956236578,-732.6693063818243,OVERVALUED,OVERVALUED,OVERVALUED,-19.414794954926663,-11.940265801989545,-8.09044577993392,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLANCE FINANCE LTD,11.37,50.4,8.952755905511811,10.053543307086613,16.0,30.0,9.0,55.0,-332.7152791718069,-206.81491584821995,-142.00021822133567,OVERVALUED,OVERVALUED,OVERVALUED,-38.78213799049034,-23.849364418425687,-16.15811196542436,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLAND PHARMA LTD,43386.4,2647.05,48.71264006467115,,13.0,22.5,12.0,47.5,2223.5281092872174,1403.3911891587368,981.176946979399,OVERVALUED,OVERVALUED,OVERVALUED,4.852594186609226,3.0004778981720084,2.0465295992883137,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLAXOSMITHKLINE PHARMACEUTICALS LTD,24829.0,1465.65,51.432418436043505,51.430576903159,19.0,30.0,21.0,70.0,4091.6900508436183,2566.3689488999044,1781.1192212856063,UNDERVALUED,UNDERVALUED,UNDERVALUED,16.240097142827896,10.018884597522051,6.81459598905891,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLENMARK PHARMACEUTICALS LTD,16690.25,591.5,10.07330042006663,10.074435082806238,33.0,30.0,24.0,87.0,3359.147971280758,2097.7877638213827,1448.4276008571276,UNDERVALUED,UNDERVALUED,UNDERVALUED,33.19411437876399,20.44651489314495,13.880754999948508,BUY,BUY,BUY
GLITTEK GRANITES LTD,3.58,1.38,-1.140127388535032,-1.142675159235669,14.0,16.5,21.0,51.5,38.54529525324971,24.08506721630828,16.64080507846768,UNDERVALUED,UNDERVALUED,UNDERVALUED,163.15928969448328,100.52097154329611,68.25857127269552,BUY,BUY,BUY
GLOBAL CAPITAL MARKETS LTD,3.86,1.55,-1.8037383177570092,-1.8035046728971964,8.0,27.0,6.0,41.0,-106.48838486974947,-66.35514029834168,-45.6941664694102,OVERVALUED,OVERVALUED,OVERVALUED,-402.5364283875486,-247.75579966806995,-168.034716068248,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBAL EDUCATION LTD,44.03,43.25,6.039780521262003,6.0514403292181065,21.0,27.0,15.0,63.0,-200.75087103984902,-125.21202093756955,-86.3239065651106,OVERVALUED,OVERVALUED,OVERVALUED,-27.167659029475644,-16.72699091883375,-11.349435715882631,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBAL LAND MASTERS CORPORATION LTD,0.86,1.7,-8.6,-8.669999999999998,0.0,13.5,9.0,22.5,-14.089147702782858,-8.792494768552423,-6.065727749744469,OVERVALUED,OVERVALUED,OVERVALUED,-48.479257234738384,-29.854242369186053,-20.261269531249997,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBAL OFFSHORE SERVICES LTD,14.81,5.99,-0.41671356218345523,-0.4162999437253799,9.0,2.5,24.0,35.5,339.540599581281,212.85206244505997,147.63160548599654,UNDERVALUED,UNDERVALUED,UNDERVALUED,329.9400841888715,203.50880501983445,138.389295817332,BUY,BUY,BUY
GLOBAL VECTRA HELICORP LTD,60.62,43.3,-2.4286858974358974,-2.4286858974358974,13.0,12.0,21.0,46.0,-8484.923870901885,-5295.764629513216,-3653.9552934803855,OVERVALUED,OVERVALUED,OVERVALUED,-1146.09850287051,-705.8150724415417,-479.04333456174203,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBALSPACE TECHNOLOGIES LTD,68.4,59.7,6.134529147982063,6.157399103139013,27.0,22.5,3.0,52.5,14.370451359816329,8.991506258480781,6.222374453843972,OVERVALUED,OVERVALUED,OVERVALUED,1.4040200410864438,0.8654194650036574,0.5880086422925817,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBE COMMERCIALS LTD,3.74,12.45,187.00000000000009,186.75000000000003,12.0,30.0,15.0,57.0,-14.24583165652998,-8.894029552081545,-6.138871218922366,OVERVALUED,OVERVALUED,OVERVALUED,-6.690186292279411,-4.120531834893048,-2.797009379177806,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBE INTERNATIONAL CARRIERS LTD,21.35,21.25,,,17.0,16.5,24.0,57.5,22.45990502085428,14.192412794473517,9.936229614062507,UNDERVALUED,OVERVALUED,OVERVALUED,6.097737694979512,3.772009843384078,2.5741238674619447,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBE TEXTILES (INDIA) LTD,50.23,49.85,-23.69339622641509,-23.74929245283019,28.0,10.5,6.0,44.5,-26.106066292867304,-16.266980330757,-11.201725833277504,OVERVALUED,OVERVALUED,OVERVALUED,-3.068445083036806,-1.888576532326314,-1.2808751671996412,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBUS CORPORATION LTD,1.21,0.19,-24.2,-24.281999999999993,0.0,21.5,9.0,30.5,-0.5592007133288087,-0.3488280615414355,-0.24052623099373993,OVERVALUED,OVERVALUED,OVERVALUED,-17.22403356275827,-10.605226627066118,-7.196153635072312,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBUS POWER GENERATION LTD,67.28,6.8,-122.32727272727274,-100.02181818181819,0.0,30.0,9.0,39.0,2.8860385313658163,1.8027753866718388,1.245101275809808,OVERVALUED,OVERVALUED,OVERVALUED,2.480063092858205,1.527773391052319,1.0372884540353744,DO NOT BUY,DO NOT BUY,DO NOT BUY
GLOBUS SPIRITS LTD,913.51,317.2,7.762661454792659,7.76288239292998,27.0,21.0,9.0,57.0,2577.1248323750165,1610.2504419429054,1112.4943624154137,UNDERVALUED,UNDERVALUED,UNDERVALUED,47.46156685944599,29.240201701404477,19.85513208975544,BUY,BUY,BUY
GLOSTER LTD,364.68,666.5,13.476718403547672,9.031165311653117,13.0,25.5,12.0,50.5,3408.793175851848,2137.5051918683816,1483.0341156666277,UNDERVALUED,UNDERVALUED,UNDERVALUED,29.760340718434712,18.358162592889695,12.485373451981896,BUY,BUY,BUY
GMM PFAUDLER LTD,5902.84,4038.2,80.15806626833243,80.06208582292231,36.0,30.0,24.0,90.0,-1512.9554204171811,-940.8558417508222,-646.3335685432031,OVERVALUED,OVERVALUED,OVERVALUED,-2.2000078805028065,-1.3531162588421421,-0.9169175023894742,DO NOT BUY,DO NOT BUY,DO NOT BUY
GMR INFRASTRUCTURE LTD,14516.45,24.05,-8.562004187678786,-8.561939013241322,12.0,20.0,9.0,41.0,-18.158945184785214,-11.329220373415165,-7.813213454626177,OVERVALUED,OVERVALUED,OVERVALUED,-4.417988216117211,-2.7204007605918625,-1.8460438557286514,DO NOT BUY,DO NOT BUY,DO NOT BUY
GNA AXLES LTD,772.54,359.9,10.93474876150035,10.952370842179757,30.0,19.5,12.0,61.5,48.261624850301786,30.161568789135533,20.84348876406891,OVERVALUED,OVERVALUED,OVERVALUED,0.7831715350884085,0.4825347585157495,0.3276892213408914,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOA CARBON LTD,291.98,319.1,-17.968,-18.065969230769234,9.0,18.0,18.0,45.0,190.44405251998734,124.263073795179,90.19248010137909,OVERVALUED,OVERVALUED,OVERVALUED,3.317346542963137,2.077550019479077,1.4389822405965316,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOBLIN INDIA LTD,18.28,17.5,,,33.0,12.5,9.0,54.5,-750.685505597793,-468.51891618414624,-323.25688762073514,OVERVALUED,OVERVALUED,OVERVALUED,-250.89648437670942,-154.51101357357766,-104.86685435756286,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOCL CORPORATION LTD,975.59,196.8,24.371471396452662,24.38491131651261,23.0,30.0,18.0,71.0,-12.670545315243551,-7.319433881290387,-4.564631111833558,OVERVALUED,OVERVALUED,OVERVALUED,-0.4071909266152675,-0.24464992418051265,-0.1609317938776263,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODAVARI DRUGS LTD,46.05,61.15,12.791666666666666,12.739583333333334,25.0,7.0,15.0,47.0,-59.666315918331236,-36.89449041647559,-25.171339304341863,OVERVALUED,OVERVALUED,OVERVALUED,-5.764686901628685,-3.538583061889264,-2.3920092833876296,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODAWARI POWER & ISPAT LTD,3543.89,1005.75,10.161109040341774,10.150643690684406,22.0,15.0,18.0,55.0,5044.412167934645,3150.250048658627,2175.117477344012,UNDERVALUED,UNDERVALUED,UNDERVALUED,29.3160181008915,18.057761610255604,12.259100535523366,BUY,BUY,BUY
GODFREY PHILLIPS INDIA LTD,4479.8,861.6,14.46169738838493,14.463376053200765,25.0,27.0,18.0,70.0,-1299.2467361770202,-809.8235395593629,-557.8638496669219,OVERVALUED,OVERVALUED,OVERVALUED,-8.832484153849418,-5.436834372314324,-3.6878759764927356,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODHA CABCON AND INSULATION LTD,45.03,40.55,-900.6,-819.1099999999999,1.0,20.0,0.0,21.0,-20.856130261565454,-12.652258275093422,-8.428827395817843,OVERVALUED,OVERVALUED,OVERVALUED,-3.100318635451364,-1.8909128289473678,-1.267998048176215,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODREJ AGROVET LTD,9894.58,515.15,35.464444444444446,35.45733751493429,29.0,20.0,9.0,58.0,-814.7460408688506,-508.3389430621186,-350.59767154543914,OVERVALUED,OVERVALUED,OVERVALUED,-9.253666846670223,-5.698097526941518,-3.8667712083439847,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODREJ CONSUMER PRODUCTS LTD,71788.76,702.1,59.134556297827814,59.1160731691914,33.0,30.0,27.0,90.0,566.9420203287515,354.1135046401522,244.5473721320115,OVERVALUED,OVERVALUED,OVERVALUED,4.718980831587812,2.9069112251716884,1.9735893115902865,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODREJ INDUSTRIES LTD,17186.34,510.7,-264.3645592985694,-264.2662359636979,14.0,20.0,15.0,49.0,680.8037038420895,426.9605585857725,296.27970691770514,UNDERVALUED,OVERVALUED,OVERVALUED,7.7558246951625325,4.7845444512091415,3.254161206959547,DO NOT BUY,DO NOT BUY,DO NOT BUY
GODREJ PROPERTIES LTD,34642.82,1246.4,-809.2226115393601,-736.7958265202834,21.0,19.5,9.0,49.5,-1429.9625534388383,-888.4610418432,-609.6909429169108,OVERVALUED,OVERVALUED,OVERVALUED,-6.743235960100011,-4.146150350157334,-2.8084992452417796,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOENKA BUSINESS & FINANCE LTD,3.8,2.92,-4.367816091954022,-4.363218390804597,13.0,30.0,12.0,55.0,428.3895211132069,268.61334522483185,186.35905893998216,UNDERVALUED,UNDERVALUED,UNDERVALUED,853.7151870572369,526.6207154605264,358.1479166940788,BUY,BUY,BUY
GOENKA DIAMOND & JEWELS LTD,41.21,1.3,-54.223684210526315,-54.22368421052631,9.0,10.0,9.0,28.0,0.913243052469344,0.5751379106294355,0.4010781862891249,OVERVALUED,OVERVALUED,OVERVALUED,4.068154450072792,2.5134334809512215,1.712661179022079,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOGIA CAPITAL SERVICES LTD,33.85,53.55,12.444852941176467,10.303124999999996,26.0,29.0,18.0,73.0,795.6706819309447,510.3935807902429,363.53023137491505,UNDERVALUED,UNDERVALUED,UNDERVALUED,84.26722157259047,52.42147237352289,36.019047501615574,BUY,BUY,BUY
GOKAK TEXTILES LTD,13.65,21.0,-0.3508997429305913,-0.35089974293059134,5.0,15.0,12.0,32.0,-2200.2353138422864,-1372.8933321644206,-946.969856164158,OVERVALUED,OVERVALUED,OVERVALUED,-612.9643778190705,-377.45413490155676,-256.1525746251144,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOKALDAS EXPORTS LTD,433.03,100.95,24.70222475755847,23.149971477467197,11.0,12.5,18.0,41.5,-361.38665113508955,-225.08719248867806,-154.91894224964054,OVERVALUED,OVERVALUED,OVERVALUED,-20.985108603591257,-12.914025100021936,-8.756944669140987,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOKUL AGRO RESOURCES LTD,301.38,22.85,13.218421052631578,13.218925438596491,16.0,15.5,9.0,40.5,596.0043483782903,373.9380177020957,259.6161706801279,UNDERVALUED,UNDERVALUED,UNDERVALUED,151.6811415211081,93.58590220662039,63.6634534579735,BUY,BUY,BUY
GOKUL REFOILS AND SOLVENT LTD,187.6,18.95,24.74934036939314,32.974999999999994,12.0,18.0,18.0,48.0,12.989199792904767,8.279679474570171,5.855173878696819,OVERVALUED,OVERVALUED,OVERVALUED,3.9157121815598344,2.4300793326892327,1.6648914566397914,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLD ROCK INVESTMENTS LTD,0.83,10.5,0.6194029850746269,0.626865671641791,11.0,27.0,3.0,41.0,-16185.695413435098,-10063.883262552175,-6912.316475820535,OVERVALUED,OVERVALUED,OVERVALUED,-9053.0726706875,-5567.816274472892,-3772.705227127258,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDCOIN HEALTH FOODS LTD,0.98,3.28,-32.666666666666664,-32.8,12.0,30.0,9.0,51.0,-179.02234621853185,-111.76184833343038,-77.13550796734332,OVERVALUED,OVERVALUED,OVERVALUED,-319.13898894292095,-196.55598294005102,-133.41855966996172,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDCREST CORPORATION LTD,33.85,59.5,5.381558028616852,5.990990990990991,22.0,28.5,24.0,74.5,49.4599638491259,39.56922730635756,34.47738260151702,OVERVALUED,OVERVALUED,OVERVALUED,3.364683561770701,2.370982620937975,1.8591684718888561,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDEN CARPETS LTD,2.92,4.5,-10.814814814814813,-10.833333333333334,5.0,13.0,15.0,33.0,-2.0596596136087837,-1.2337914888919452,-0.8086267683928784,OVERVALUED,OVERVALUED,OVERVALUED,-2.794668576840772,-1.697578660102751,-1.1325131367722674,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDEN CREST EDUCATION & SERVICES LTD,14.45,27.55,-722.5,-716.3000000000001,11.0,30.0,6.0,47.0,-8.092399182300857,-5.027218690445248,-3.449234787088028,OVERVALUED,OVERVALUED,OVERVALUED,-1.726733337932526,-1.0616463019031144,-0.7190875486591692,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDEN TOBACCO LTD,77.66,44.1,-14.48880597014925,-14.480597014925372,2.0,12.0,27.0,41.0,1087.9371758056182,679.547493745927,469.304623448512,UNDERVALUED,UNDERVALUED,UNDERVALUED,144.165208240423,88.80723204513262,60.2946340237091,BUY,BUY,BUY
GOLDIAM INTERNATIONAL LTD,888.22,400.55,48.64293537787514,51.25694596568091,28.0,27.0,15.0,70.0,1466.5455299898995,917.8407589849706,635.3623539965201,UNDERVALUED,UNDERVALUED,UNDERVALUED,21.349881122754987,13.160972344091272,8.943204999843434,BUY,DO NOT BUY,DO NOT BUY
GOLDLINE INTERNATIONAL FINVEST LTD,14.07,0.27,1407.0,1406.7000000000003,14.0,30.0,9.0,53.0,1.3718669662553529,0.8576804152589459,0.5929723163554771,UNDERVALUED,UNDERVALUED,UNDERVALUED,29.662516859896943,18.27835709843639,12.414848469705046,BUY,BUY,BUY
GOLDSTAR POWER LTD,22.89,21.4,,,9.0,16.5,15.0,40.5,27.009253907127725,16.988993263992857,11.830468327427546,UNDERVALUED,OVERVALUED,OVERVALUED,7.318857356378321,4.519816240716463,3.0781462292485755,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLDSTONE TECHNOLOGIES LTD,17.65,9.4,8.869346733668342,8.880402010050252,19.0,30.0,24.0,73.0,-107.50703512188046,-66.97928168421826,-46.11521096023108,OVERVALUED,OVERVALUED,OVERVALUED,-67.02217443066573,-41.2489527266289,-27.97423495927761,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLECHHA GLOBAL FINANCE LTD,2.76,5.01,7.885714285714286,7.872857142857144,28.0,30.0,18.0,76.0,-1.294694944420507,-0.808310485076406,-0.5579151658684786,OVERVALUED,OVERVALUED,OVERVALUED,-1.5109478703577892,-0.9306032042572465,-0.6316917317708332,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLKONDA ALUMINIUM EXTRUSIONS LTD,6.38,17.15,9.522388059701495,24.31716417910448,3.0,19.5,9.0,31.5,0.14784482758620687,0.14784482758620687,0.14784482758620687,OVERVALUED,OVERVALUED,OVERVALUED,0.017241379310344827,0.017241379310344827,0.017241379310344827,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOLKUNDA DIAMONDS & JEWELLERY LTD,12.63,18.15,15.035714285714285,15.124999999999993,27.0,12.0,12.0,51.0,139.42067745815916,88.59323511335376,62.42678714005171,UNDERVALUED,UNDERVALUED,UNDERVALUED,44.03867997852336,27.29828656967538,18.676004094912898,BUY,BUY,BUY
GOODLUCK INDIA LTD,231.83,94.6,6.638888888888889,6.230813287514318,27.0,12.0,18.0,57.0,808.3821485332949,505.51489685932876,349.5959716066648,UNDERVALUED,UNDERVALUED,UNDERVALUED,49.87369476969918,30.735313018968608,20.877926186146606,BUY,BUY,BUY
GOODRICKE GROUP LTD,527.8,244.35,15.9119686463672,15.911848055471815,18.0,27.0,12.0,57.0,81.6538541133629,53.99088021859106,39.74971966020745,OVERVALUED,OVERVALUED,OVERVALUED,1.8275827875101192,1.1508292159080478,0.8022615139642368,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOODYEAR INDIA LTD,2104.33,912.15,19.900983544543216,19.92686306033667,24.0,30.0,15.0,69.0,-309.2037349976237,-148.5741111775362,-65.88046182673533,OVERVALUED,OVERVALUED,OVERVALUED,-2.481188262765497,-1.4284911962031872,-0.8862905891698616,DO NOT BUY,DO NOT BUY,DO NOT BUY
GOPAL IRON & STEELS CO.(GUJARAT) LTD,2.56,5.2,-10.666666666666668,-10.616666666666667,5.0,9.5,21.0,35.5,50.72758268473278,31.678131460795584,21.871293827895297,UNDERVALUED,UNDERVALUED,UNDERVALUED,57.022486045532176,35.1235427856445,23.84430519104001,BUY,BUY,BUY
GOPALA POLYPLAST LTD,20.88,20.4,0.4958442175255283,0.47314177155070053,20.0,12.0,15.0,47.0,341.4739372358568,213.72110370494707,147.95273689728495,UNDERVALUED,UNDERVALUED,UNDERVALUED,97.60323120821359,60.167664930555524,40.88615707315611,BUY,BUY,BUY
GORANI INDUSTRIES LTD,9.63,19.75,16.60344827586207,17.252873563218394,20.0,12.5,12.0,44.5,218.48775432797777,136.60769896729315,94.45507216163983,UNDERVALUED,UNDERVALUED,UNDERVALUED,64.57759109095923,39.79452354296468,27.02979312289069,BUY,BUY,BUY
GOTHI PLASCON (INDIA) LTD,21.93,21.5,13.45398773006135,13.45398773006135,23.0,23.0,12.0,58.0,98.69858999074104,61.65867448873511,42.590175717071176,UNDERVALUED,UNDERVALUED,UNDERVALUED,26.82218300175274,16.523645370212044,11.21929568335328,BUY,BUY,BUY
GOVIND RUBBER LTD,5.79,2.65,-0.0637946231820185,-0.06365138827677391,7.0,16.5,21.0,44.5,2221.438263157977,1386.8995532875977,957.2711335573332,UNDERVALUED,UNDERVALUED,UNDERVALUED,4901.264371586518,3018.7224977061746,2049.103241411647,BUY,BUY,BUY
GOWRA LEASING & FINANCE LTD,5.25,17.5,5.965909090909091,5.965909090909091,19.0,30.0,21.0,70.0,234.32673890010588,146.79695276345066,101.73579112714978,UNDERVALUED,UNDERVALUED,UNDERVALUED,77.99641523321432,48.097058035714305,32.69713897321429,BUY,BUY,BUY
GOYAL ASSOCIATES LTD,18.78,4.0,43.674418604651166,43.627906976744185,8.0,21.0,6.0,35.0,-4.245125310818908,-2.64713743064264,-1.824478158414418,OVERVALUED,OVERVALUED,OVERVALUED,-6.213314772164536,-3.825187200479234,-2.595161716253992,DO NOT BUY,DO NOT BUY,DO NOT BUY
GP PETROLEUMS LTD,221.76,43.5,15.58397751229796,15.590302178496136,18.0,27.0,9.0,54.0,1450.6885920225238,905.7443364301495,625.2018803377281,UNDERVALUED,UNDERVALUED,UNDERVALUED,194.97641934902595,120.08934659090907,81.51812073863634,BUY,BUY,BUY
GPT INFRAPROJECTS LTD,110.53,38.0,6.630473905218956,6.633473305338932,16.0,12.0,24.0,52.0,1144.4126716566211,716.330495756624,495.9497434064129,UNDERVALUED,UNDERVALUED,UNDERVALUED,175.58639572790474,108.24415207551118,73.55895483586185,BUY,BUY,BUY
GRAND FOUNDRY LTD,5.78,1.9,-96.33333333333331,-54.04444444444443,5.0,15.0,15.0,35.0,34.23247336216862,21.37280808024567,14.752530784551592,UNDERVALUED,UNDERVALUED,UNDERVALUED,105.33936917636244,64.87990781790656,44.0409169955666,BUY,BUY,BUY
GRANDEUR PRODUCTS LTD,671.52,266.95,-564.3025210084035,-427.71820728291317,8.0,29.0,6.0,43.0,91.01936105699895,56.82716050856237,39.224692324663835,OVERVALUED,OVERVALUED,OVERVALUED,1.9934765535236283,1.2278073845064184,0.8334429453771848,DO NOT BUY,DO NOT BUY,DO NOT BUY
GRANULES INDIA LTD,8604.22,347.4,14.052753642124518,14.415424315672567,38.0,19.0,12.0,69.0,1068.966517998778,669.4480112554699,463.77210590198183,UNDERVALUED,UNDERVALUED,UNDERVALUED,17.93006817308974,11.05540981226,7.514558360511432,DO NOT BUY,DO NOT BUY,DO NOT BUY
